row_number,term_code,subj_code,crse_numb,crse_title,crse_equiv,crse_text,note_row,crn,ptrm_code,seq_numb,schd_code,schd_type,schd_sort,credit_hrs,link_conn,start_date,end_date,sundays,mondays,tuesdays,wednesdays,thursdays,fridays,saturdays,times,locations,max_enrl,enrl,seats,wlist,perc_full,xlist_max,xlist_cur,instructors,tuition_code,tuition_desc,bill_hrs,note_bottom,notes_skill,crse_row_num,crse_row_total
1,202620,MEDP,6410,Med. Img. Physics (Part II),202620-PHYC-6410,,R,23553,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,0935-1055,Other HFX INFIRMARY (HI) 3900,20,6,14,,30.0%,40,6,Beyea S.,,,3,"Class held in Suite 3900, Halifax Infirmary.",[],1,8
2,202620,MEDP,6416,Seminars in Medical Physics,,,R,23554,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,T,,,,,1205-1255,Other NS CANCER CTRE(NSCC) 3026,20,7,13,,35.0%,,,Hupman A. (P) Reis C.,,,0,Class held in Dickson Building room 3026.,[],2,8
3,202620,MEDP,6423,Radiation Therapy Physics,,,R,23555,2,01,L,Lec,1,4,,07-JAN-2026,09-APR-2026,,,,W,,F,,1105-1225 1205-1325,Other NS CANCER CTRE(NSCC) 3026 Other NS CANCER CTRE(NSCC) 3026,20,6,14,,30.0%,,,MacDonald L. (P) Granville D.,,,4,Class held in Dickson Building room 3026.,[],3,8
4,202620,MEDP,6431,Radiation Safety & Protection,202620-PHYC-6431,,R,23556,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,F,,0935-1055 1035-1155,Other NS CANCER CTRE(NSCC) 3026 Other NS CANCER CTRE(NSCC) 3026,20,6,14,,30.0%,40,6,Chytyk-Praznik K.,,,3,Class held in Dickson Building room 3026.,[],4,8
5,202620,MEDP,6450,Computational Meth in Med Phyc,202620-PHYC-6450,,R,23557,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1405-1525,Other NS CANCER CTRE(NSCC) 3026,20,6,14,,30.0%,40,6,Robar J. (P) Oliver P.  Stevens T.,,,3,Class held in Dickson Building room 3026.,[],5,8
6,202620,MEDP,9000,Master's Thesis,,,R,23558,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,50,8,42,,16.0%,,,Duck T.,,,0,,[],6,8
7,202620,MEDP,9520,Preliminary Doctoral Exam,,,R,23559,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,50,0,50,,0.0%,,,Duck T.,,,0,,[],7,8
8,202620,MEDP,9530,Doctoral Thesis,,,R,23560,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,50,13,37,,26.0%,,,Duck T.,,,0,,[],8,8
1,202620,MEDR,9000,Master's Thesis,,,R,23561,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,3,7,,30.0%,,,Staff,,,0,,[],1,3
2,202620,MEDR,9413,Comprehensive Examination,,,,24223,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,75,0,75,,0.0%,,,Staff,,,0,,[],2,3
3,202620,MEDR,9530,Doctoral Thesis,,,R,23562,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,1,4,,20.0%,,,Staff,,,0,,[],3,3
1,202620,MICI,1100,Health Science Microbiology,,,R,22118,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,0835-0925,Studley MCCAIN ARTS&SS AUD-2,150,166,-16,0,WLIST,,,Patriquin G.,,,3,Nursing and Kinesiology Students only.,[],1,29
2,202620,MICI,2100,Intro Microbiol & Immunology,,,,22119,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,F,,1435-1555,Studley KENNETH C ROWE MANAGEMENT 1020,100,92,8,-1,92.0%,,,Murray L.,,,3,,[],2,29
3,202620,MICI,2115,Human Organs and Tissues,202620-PATH-2115,,,22120,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1255,Carleton COLLABORATIVE HEALTH EDUC BLDG C150,30,24,6,,80.0%,45,36,Wood R. (P) Arnason T.  Castonguay M.  Delaney N.  Marcato P.  Stueck A.  Wang C.,,,3,,[],3,29
4,202620,MICI,2400,Lab Methods Microbio & Imm,,,,22121,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,72,55,17,-1,76.4%,,,Murray L.,,,3,,[],4,29
5,202620,MICI,2400,Lab Methods Microbio & Imm,,,,22122,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Carleton TUPPER BLDG 12K01,36,29,7,-1,80.6%,,,Murray L.,,,0,,[],4,29
6,202620,MICI,2400,Lab Methods Microbio & Imm,,,,22123,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Carleton TUPPER BLDG 12K01,36,26,10,0,72.2%,,,Murray L.,,,0,,[],4,29
7,202620,MICI,3620,Experiential Learning in Micro,,,S,22124,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,,,1635-1725,Carleton DENTISTRY 1205,24,16,8,,66.7%,,,Khaperskyy D.,,,3,,[],5,29
8,202620,MICI,4114,Adv Top Molec/Medic Virology,,,R,22125,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225,Carleton DENTISTRY 2537,20,6,14,0,30.0%,22,6,Khaperskyy D.,,,3,,[],6,29
9,202620,MICI,4115,Medical Immunology,,,,22126,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Carleton TUPPER BLDG L10,20,8,12,0,40.0%,25,9,Wang J.,,,3,,[],7,29
10,202620,MICI,4218,Clinical Microbiology,,,,22127,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1335-1425,Carleton COLLABORATIVE HEALTH EDUC BLDG C170,60,36,24,,60.0%,,,Davidson R.,,,3,,[],8,29
11,202620,MICI,4701,Adv Topics Micro & Immuno,,,S,22128,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,1,9,,10.0%,,,Thomas N.,,,3,,[],9,29
12,202620,MICI,4702,Adv Topics Micro & Immuno,,,S,22129,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Thomas N.,,,3,,[],10,29
13,202620,MICI,4703,Directed Research Project 1,,,S,23959,Y,01,L,Lec,1,3,,05-JAN-2026,07-APR-2026,,,,,,,,C/D,*** 07-JAN-2026 - 09-APR-2026 ***  Consult Department,10,0,10,,0.0%,,,Thomas N.,,,3,Part of a multi-term course. Students must also register in MICI 4704 to receive credit for this course.,[],11,29
14,202620,MICI,4704,Directed Research Project 2,,,S,23960,Y,01,L,Lec,1,3,,05-JAN-2026,07-APR-2026,,,,,,,,C/D,*** 07-JAN-2026 - 09-APR-2026 ***  Consult Department,10,1,9,,10.0%,,,Thomas N.,,,3,Part of a multi-term course. Students must also register in MICI 4703 to receive credit for this course.,[],12,29
15,202620,MICI,4901,Honours Research and Thesis I,,,,24324,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,25,0,25,,0.0%,,,Rohde J.,,,3,,[],13,29
16,202620,MICI,4902,Honours Research and Thesis II,,,S,23961,Y,01,L,Lec,1,3,,05-JAN-2026,07-APR-2026,,,,,,,,C/D,*** 07-JAN-2026 - 09-APR-2026 ***  Consult Department,25,12,13,,48.0%,,,Rohde J.,,,3,Part of a multi-term course. Students must also register in MICI 4901 to receive credit for this course.,[],14,29
17,202620,MICI,5003,Special Topics in Microbio & I,,,R,23584,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Johnston B.,,,3,,[],15,29
18,202620,MICI,5029,Adv Topics/Mol Pathogen (MSc),202620-MICI-5049,,R,23585,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,T,,,,,1235-1325 1135-1225,Carleton TUPPER BLDG 3H01 Carleton DENTISTRY 1205,12,6,6,,50.0%,24,9,Thomas N.,,,3,,[],16,29
19,202620,MICI,5046,Topics in Adv Immunol (PhD),202620-MICI-5056,,R,23586,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,T,,,,,1235-1325 1435-1525,Carleton TUPPER BLDG 3H01 Carleton COLLABORATIVE HEALTH EDUC BLDG C150,12,8,4,,66.7%,30,18,Kollmann T. (P) Makrigiannis A.,,,3,,[],17,29
20,202620,MICI,5049,Adv Topics/Mol Pathogen (Phd),202620-MICI-5029,,R,23587,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,T,,,,,1235-1325 1135-1225,Carleton TUPPER BLDG 3H01 Carleton DENTISTRY 1205,12,3,9,,25.0%,24,9,Thomas N.,,,3,,[],18,29
21,202620,MICI,5056,Topics in Advanced Immun-MSc,202620-MICI-5046,,R,23588,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,T,,,,,1235-1325 1435-1525,Carleton TUPPER BLDG 3H01 Carleton COLLABORATIVE HEALTH EDUC BLDG C150,18,10,8,,55.6%,30,18,Kollmann T.,,,3,,[],19,29
22,202620,MICI,5114,Topics in Mol and Med Virology,,,R,23589,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225,Carleton DENTISTRY 2537,2,0,2,,0.0%,22,6,Khaperskyy D.,,,3,,[],20,29
23,202620,MICI,5115,Immunology of Host Resistance,,,R,23590,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Carleton TUPPER BLDG L10,5,1,4,,20.0%,25,9,Wang J.,,,3,,[],21,29
24,202620,MICI,8891,Co-op Work Term I,,,,22130,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,McCormick C.,,,0,,[],22,29
25,202620,MICI,8892,Co-op Work Term II,,,,22131,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,2,3,,40.0%,,,McCormick C.,,,0,,[],23,29
26,202620,MICI,8893,Co-op Work Term III,,,,22132,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,McCormick C.,,,0,,[],24,29
27,202620,MICI,9000,Master's Thesis,,,R,23591,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,30,16,14,,53.3%,,,Johnston B.,,,0,,[],25,29
28,202620,MICI,9406,Graduate Seminar - Masters,,,,24224,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,75,16,59,,21.3%,,,Staff,,,0,,[],26,29
29,202620,MICI,9407,Graduate Seminar - PhD,,,,24225,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,75,15,60,,20.0%,,,Staff,,,0,,[],27,29
30,202620,MICI,9413,Comprehensive Examination,,,,24226,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,75,0,75,,0.0%,,,Staff,,,0,,[],28,29
31,202620,MICI,9530,Doctoral Thesis,,,R,23592,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,30,16,14,,53.3%,,,Johnston B.,,,0,,[],29,29
1,202620,MCRA,2000,Microbiology,,,,22003,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Agricultural AGRICULTURAL COX INSTITUTE 153,75,60,15,,80.0%,,,Lumactud R.,,,3,,[],1,1
2,202620,MCRA,2000,Microbiology,,,,22004,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1435-1725,Agricultural AGRICULTURAL COX INSTITUTE 251,25,15,10,,60.0%,,,Prithiviraj K.,,,0,,[],1,1
3,202620,MCRA,2000,Microbiology,,,,22005,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,0835-1125,Agricultural AGRICULTURAL COX INSTITUTE 251,25,23,2,,92.0%,,,Prithiviraj K.,,,0,,[],1,1
4,202620,MCRA,2000,Microbiology,,,,22006,1,B03,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Agricultural AGRICULTURAL COX INSTITUTE 251,25,22,3,,88.0%,,,Prithiviraj K.,,,0,,[],1,1
1,202620,MINE,6007,Directed Studies-Masters,,,S R,23594,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Kurylyk B.,,,3,,[],1,8
2,202620,MINE,6900,Graduate Seminar-Masters,,,R,23595,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Kurylyk B.,,,3,,[],2,8
3,202620,MINE,7007,Directed Studies-PhD,,,S R,23596,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Kurylyk B.,,,3,,[],3,8
4,202620,MINE,7900,Graduate Seminar-PhD,,,R,23597,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Kurylyk B.,,,3,,[],4,8
5,202620,MINE,8900,MEng Project,,,R,23598,2,01,L,Lec,1,6,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Kurylyk B.,,,6,,[],5,8
6,202620,MINE,9000,Master's Thesis,,,R,23599,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Kurylyk B.,,,0,,[],6,8
7,202620,MINE,9413,Comprehensive Examination,,,,24227,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,75,0,75,,0.0%,,,Kurylyk B.,,,0,,[],7,8
8,202620,MINE,9530,Doctoral Thesis,,,R,23600,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Kurylyk B.,,,0,,[],8,8
1,202620,MUSC,1081,Voice Clinic for the Theatre,,,S,22147,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1555,Studley FOUNTAIN SCHOOL OF PERFORMING 3019,13,13,0,,FULL,,,Townsend C.,,,3,,[],1,50
2,202620,MUSC,1214,Composition Studies 1b,,,S,22148,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,0935-1125,Studley ARTS CENTRE 121,10,1,9,,10.0%,,,Blais J.,,,3,,[],2,50
3,202620,MUSC,1222,Music Theory 1b,,,S,22149,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Studley ARTS CENTRE 409,20,19,1,,95.0%,,,Blais J.,,,3,,[],3,50
4,202620,MUSC,1277,Musicianship 1b,,,,22150,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,F,,1435-1525,"Studley ARTS CENTRE 104, 111",25,22,3,,88.0%,,,DeGruchy S.,,,3,,[],4,50
5,202620,MUSC,1802,Applied Study 1b,,,S,22151,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,R,,,1135-1325,Studley ARTS CENTRE 121,5,2,3,,40.0%,,,Townsend C.,,,3,Voice Studio 1 Weekly group class time is listed. Individual weekly lessons are booked directly with the instructor.,[],5,50
6,202620,MUSC,1802,Applied Study 1b,,,S,22152,1,02,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,,,1135-1325,Studley ARTS CENTRE 121,5,0,5,,0.0%,,,Jordan N.,,,3,Voice Studio 2 Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
7,202620,MUSC,1802,Applied Study 1b,,,S,22153,1,03,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,,,1135-1325,Studley ARTS CENTRE 121,5,2,3,,40.0%,,,Rigden S.,,,3,Voice Studio 3 Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
8,202620,MUSC,1802,Applied Study 1b,,,S,22154,1,04,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,R,,,1135-1325,Studley ARTS CENTRE 121,5,2,3,,40.0%,,,Cathcart R.,,,3,Voice Studio 4 Weekly group performance class times are noted. Individual weekly lessons are to be booked directly with applied instructor.,[],5,50
9,202620,MUSC,1802,Applied Study 1b,,,S,22155,1,08,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley ARTS CENTRE 406,5,0,5,,0.0%,,,Granofsky C.,,,3,Flute studio 2 Weekly group performance class times are noted. Individual weekly lessons are to be booked directly with applied instructor.,[],5,50
10,202620,MUSC,1802,Applied Study 1b,,,S,22156,1,09,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley ARTS CENTRE 406,5,0,5,,0.0%,,,Feierabend C.,,,3,Flute Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
11,202620,MUSC,1802,Applied Study 1b,,,S,22157,1,10,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley ARTS CENTRE 406,5,0,5,,0.0%,,,James B.,,,3,Oboe Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
12,202620,MUSC,1802,Applied Study 1b,,,S,22158,1,11,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley ARTS CENTRE 406,5,0,5,,0.0%,,,Walsh E.,,,3,Clarinet Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
13,202620,MUSC,1802,Applied Study 1b,,,S,22159,1,12,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley ARTS CENTRE 406,5,0,5,,0.0%,,,Staff,,,3,Bassoon Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
14,202620,MUSC,1802,Applied Study 1b,,,S,22160,1,15,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1635-1825,Studley ARTS CENTRE 406,5,0,5,,0.0%,,,Perez L.,,,3,Violin Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
15,202620,MUSC,1802,Applied Study 1b,,,S,22161,1,16,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1635-1825,Studley ARTS CENTRE 406,5,1,4,,20.0%,,,Perez L.,,,3,Viola Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
16,202620,MUSC,1802,Applied Study 1b,,,S,22162,1,17,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1635-1825,Studley ARTS CENTRE 406,5,0,5,,0.0%,,,Walt S.,,,3,Cello Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
17,202620,MUSC,1802,Applied Study 1b,,,S,22163,1,18,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1635-1825,Studley ARTS CENTRE 406,5,0,5,,0.0%,,,Gatti J.,,,3,Double Bass Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
18,202620,MUSC,1802,Applied Study 1b,,,S,22164,1,19,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley FOUNTAIN SCHOOL OF PERFORMING 3019,5,0,5,,0.0%,,,Staff,,,3,French Horn Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
19,202620,MUSC,1802,Applied Study 1b,,,S,22165,1,20,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley FOUNTAIN SCHOOL OF PERFORMING 3019,5,1,4,,20.0%,,,Bellman E.,,,3,Trumpet Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
20,202620,MUSC,1802,Applied Study 1b,,,S,22166,1,21,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley FOUNTAIN SCHOOL OF PERFORMING 3019,5,1,4,,20.0%,,,Moulton D.,,,3,Trombone Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
21,202620,MUSC,1802,Applied Study 1b,,,S,22167,1,22,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1705-1825,Studley FOUNTAIN SCHOOL OF PERFORMING 3019,5,1,4,,20.0%,,,Brownell J.,,,3,Tuba Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
22,202620,MUSC,1802,Applied Study 1b,,,S,22168,1,33,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,R,,,1135-1325,Studley ARTS CENTRE 406,5,4,1,,80.0%,,,Staff,,,3,Piano Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
23,202620,MUSC,1802,Applied Study 1b,,,S,22169,1,34,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Staff,,,3,Organ Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
24,202620,MUSC,1802,Applied Study 1b,,,S,22170,1,35,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,2,3,,40.0%,,,Mitchell C.,,,3,Saxophone Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
25,202620,MUSC,1802,Applied Study 1b,,,S,22171,1,36,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1235-1325,Studley ARTS CENTRE 121,5,1,4,,20.0%,,,Morton M.,,,3,Percussion Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
26,202620,MUSC,1802,Applied Study 1b,,,S,22172,1,37,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1225,Studley ARTS CENTRE 111,5,3,2,,60.0%,,,Macmillan S. (P) Reach D.,,,3,Guitar Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],5,50
27,202620,MUSC,1804,Second Instrument 1b,,,S,22173,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Caines J.,,,3,,[],6,50
28,202620,MUSC,2000,Listening to Music,,,,22174,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1605-1725,Studley KILLAM LIBRARY MACME,125,120,5,,96.0%,,,Beeler N.,,,3,,[],7,50
29,202620,MUSC,2019,Rock'n Roll Era & Beyond,,,,22175,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1435-1555,Studley ARTS CENTRE 406,75,80,-5,-4,WLIST,,,Baur S.,,,3,,[],8,50
30,202620,MUSC,2025,Guitar: Hist. & Techniques 2,,,,22176,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,225,185,40,0,82.2%,,,Fewer S.,,,3,,[],9,50
31,202620,MUSC,2025,Guitar: Hist. & Techniques 2,,,,22177,1,02,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,225,166,59,0,73.8%,,,Fewer S.,,,3,,[],9,50
32,202620,MUSC,2177,Lyric Diction 1b: Ital & Span,,,,24151,1,01,L,Lec,1,1.5,,07-JAN-2026,09-APR-2026,,,,,,F,,1305-1425,Studley ARTS CENTRE 121,15,12,3,,80.0%,,,Rigden S.,,,1.5,,[],10,50
33,202620,MUSC,2214,Composition Studies 2b,,,,24152,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,0935-1125,Studley ARTS CENTRE 121,5,3,2,,60.0%,,,Blais J.,,,3,,[],11,50
34,202620,MUSC,2222,Music Theory 2b,,,,22178,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Studley ARTS CENTRE 409,15,14,1,,93.3%,,,Blais J.,,,3,,[],12,50
35,202620,MUSC,2277,Musicianship 2b,,,S,22179,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,"Studley ARTS CENTRE 104, 111",20,11,9,,55.0%,,,Caines J.,,,3,,[],13,50
36,202620,MUSC,2354,Hist of Western Music to 1750,,,,24257,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M      M,,W   W,,,,1435-1555   1435-1555   1435-1555,*** 07-JAN-2026 - 31-MAR-2026 ***  Studley FOUNTAIN SCHOOL OF PERFORMING 3019        *** 01-APR-2026 - 01-APR-2026 ***  Studley ARTS CENTRE 111        *** 02-APR-2026 - 07-APR-2026 ***  Studley FOUNTAIN SCHOOL OF PERFORMING 3019,35,25,10,,71.4%,,,Caines J.,,,3,Students who lack the prerequisites are welcome to contact the professor.,[],14,50
37,202620,MUSC,2752,Ensemble 1b,,,S,22181,1,01,E,Ens,8,1.5,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,40,15,25,,37.5%,,,Caines J.,,,1.5,,[],15,50
38,202620,MUSC,2754,Ensemble 2b,,,S,22182,1,01,E,Ens,8,1.5,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,40,18,22,,45.0%,,,Caines J.,,,1.5,,[],16,50
39,202620,MUSC,2802,Applied Study 2b,,,S,22183,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,R,,,1135-1325,Studley ARTS CENTRE 121,5,2,3,,40.0%,,,Townsend C.,,,3,Voice Studio 1 Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],17,50
40,202620,MUSC,2802,Applied Study 2b,,,S,22184,1,02,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,R,,,1135-1325,Studley ARTS CENTRE 121,5,1,4,,20.0%,,,Jordan N.,,,3,Voice Studio 2 Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],17,50
41,202620,MUSC,2802,Applied Study 2b,,,S,22185,1,03,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,R,,,1135-1325,Studley ARTS CENTRE 121,5,1,4,,20.0%,,,Rigden S.,,,3,Voice Studio 3 Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],17,50
42,202620,MUSC,2802,Applied Study 2b,,,S,22186,1,04,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,R,,,1135-1325,Studley ARTS CENTRE 121,5,3,2,,60.0%,,,Cathcart R.,,,3,Voice Studio 4 Weekly group performance times are noted. Individual weekly lesson times are to be booked directly with your applied instructor.,[],17,50
